Brand,Model,Battery_Life_Minutes,Charging_Time_Hours,Dustbin_Capacity_ml,Suction_Power_Pa,Noise_Level_dB,WiFi_Connectivity,App_Control,Voice_Control,Mapping_Technology,Obstacle_Avoidance,HEPA_Filter,Auto_Dock,Runtime_Adjustment,Carpet_Boost,Number_of_Sensors,Weight_kg,Height_cm,Smart_Scheduling,Multi_Floor_Mapping,Mop_Function,Self_Emptying,Price_USD
Neato,Neato X87 Pro,167,4.4,682,3042,68,No,Yes,Yes,Lidar+Camera,No,No,No,Yes,Yes,6,4.4,9.3,Yes,No,Yes,Yes,861
Dreame,Dreame X70,67,3.2,367,5364,59,Yes,No,Yes,Lidar,Yes,No,No,No,No,14,3.9,8.7,No,Yes,No,Yes,555
Proscenic,Proscenic R48 Pro,147,3.6,633,2867,61,No,No,Yes,Lidar,No,Yes,Yes,Yes,No,17,3.2,9.6,Yes,No,Yes,Yes,1035
iRobot,iRobot X55 Ultra,133,4.1,590,2693,69,No,No,Yes,Lidar,Yes,Yes,No,Yes,Yes,12,4.6,10.0,No,Yes,Yes,Yes,987
Samsung,Samsung R72 Pro,76,6.0,639,2163,62,Yes,No,No,Lidar,Yes,Yes,No,Yes,Yes,7,3.1,10.0,Yes,No,No,Yes,1116
Eufy,Eufy V20 Pro,80,4.4,387,3466,65,No,Yes,No,Lidar,No,No,No,Yes,No,6,5.0,8.5,Yes,No,Yes,No,261
Xiaomi,Xiaomi R83 Ultra,166,5.8,588,5162,70,No,No,Yes,Lidar+Camera,No,No,Yes,Yes,Yes,17,3.9,10.6,Yes,Yes,Yes,Yes,991
Samsung,Samsung S27 Ultra,188,4.0,580,5139,58,No,Yes,No,Infrared,Yes,Yes,Yes,Yes,No,15,4.8,8.9,No,No,Yes,No,616
Proscenic,Proscenic X77,145,4.7,438,2531,67,No,Yes,Yes,Camera,No,Yes,No,Yes,Yes,9,5.2,10.0,No,No,Yes,No,1177
iRobot,iRobot R47 Pro,174,4.2,429,3448,58,Yes,Yes,Yes,Lidar,No,Yes,Yes,No,No,15,4.7,9.5,No,Yes,No,Yes,654
Roborock,Roborock X7 Pro,93,5.3,602,3359,57,Yes,Yes,No,Infrared,Yes,No,No,No,No,9,5.2,10.7,No,No,No,No,458
Eufy,Eufy X21 Pro,100,4.2,434,4278,58,No,Yes,Yes,Lidar+Camera,No,Yes,No,No,No,20,3.2,8.4,No,Yes,Yes,No,838
Ecovacs,Ecovacs R74 Ultra,163,4.6,512,5330,70,No,Yes,Yes,Infrared,Yes,No,No,No,Yes,17,4.6,10.5,Yes,No,Yes,Yes,282
Eufy,Eufy X36,88,2.6,462,2930,66,No,Yes,Yes,Lidar+Camera,No,Yes,No,Yes,No,6,4.2,7.1,No,No,Yes,Yes,688
LG,LG S26,81,5.4,671,1842,68,Yes,No,No,Infrared,No,No,No,No,Yes,12,5.2,9.6,Yes,Yes,Yes,No,587
LG,LG V83 Max,88,3.8,540,2272,63,No,Yes,No,Lidar+Camera,Yes,No,Yes,No,No,13,3.6,8.4,Yes,Yes,Yes,Yes,1023
Roborock,Roborock X81 Pro,118,4.3,651,1861,69,No,No,Yes,Infrared,Yes,Yes,No,No,Yes,14,3.9,7.1,Yes,Yes,No,Yes,227
Xiaomi,Xiaomi S36,91,4.1,506,3562,65,No,No,Yes,Lidar,No,Yes,No,Yes,No,7,4.7,9.3,Yes,No,No,Yes,811
Neato,Neato V62 Max,120,3.8,479,2776,61,No,Yes,Yes,Lidar+Camera,No,No,No,No,No,20,5.2,8.2,No,No,No,Yes,1057
Roborock,Roborock X38 Ultra,66,2.8,546,2169,63,No,No,Yes,Infrared,No,No,Yes,No,No,9,3.9,8.9,Yes,No,Yes,No,596
Roborock,Roborock V8 Max,115,5.8,425,2750,62,Yes,No,No,Infrared,Yes,Yes,No,No,No,16,3.6,10.9,Yes,Yes,Yes,No,354
Ecovacs,Ecovacs S87 Max,175,2.8,700,2935,66,Yes,No,No,Lidar,No,Yes,No,No,No,10,2.6,8.2,No,Yes,Yes,No,1126
Xiaomi,Xiaomi V63,120,4.2,354,5710,67,Yes,Yes,No,Camera,Yes,No,Yes,No,No,16,4.7,7.2,Yes,No,No,No,1130
Proscenic,Proscenic R39,152,2.6,575,2641,59,No,Yes,No,Lidar+Camera,No,No,No,No,Yes,19,4.3,10.2,Yes,No,No,Yes,906
Roborock,Roborock S80 Max,198,4.6,357,2392,67,Yes,No,Yes,Infrared,Yes,Yes,Yes,Yes,No,19,5.2,8.6,Yes,Yes,No,Yes,211
Dreame,Dreame S45 Max,172,2.6,491,3158,68,Yes,No,Yes,Infrared,Yes,Yes,Yes,Yes,Yes,6,5.0,9.8,No,No,No,No,655
LG,LG X64 Pro,125,3.0,450,3833,61,Yes,No,No,Infrared,No,No,No,No,No,19,2.9,10.9,Yes,No,No,Yes,485
Xiaomi,Xiaomi R37 Max,170,3.5,658,2320,59,Yes,No,Yes,Camera,No,Yes,No,Yes,No,20,3.4,8.9,Yes,Yes,Yes,Yes,1132
LG,LG X82,181,2.5,555,1700,63,No,No,No,Lidar,Yes,Yes,Yes,No,No,13,2.8,8.7,Yes,No,No,No,390
Dreame,Dreame R90 Max,165,3.8,667,1501,58,Yes,Yes,No,Lidar+Camera,No,No,No,No,Yes,6,4.6,11.0,No,Yes,No,No,214
Proscenic,Proscenic X92 Max,78,3.8,390,3244,66,No,No,No,Infrared,No,Yes,No,No,Yes,9,4.5,9.2,Yes,Yes,Yes,No,971
Eufy,Eufy R88 Ultra,134,2.9,411,1847,66,Yes,Yes,Yes,Lidar,Yes,Yes,No,No,Yes,9,4.6,9.4,Yes,No,Yes,Yes,892
Roborock,Roborock S12,143,3.6,502,5382,59,No,Yes,No,Infrared,No,Yes,No,No,Yes,18,4.5,7.8,Yes,No,No,Yes,1078
Roborock,Roborock X28 Ultra,124,5.6,452,1873,61,No,Yes,No,Lidar+Camera,Yes,Yes,Yes,Yes,Yes,10,4.4,10.6,No,Yes,Yes,Yes,568
Proscenic,Proscenic X80 Ultra,67,5.0,617,3244,70,Yes,Yes,No,Lidar,No,Yes,No,Yes,Yes,18,5.5,7.5,No,Yes,Yes,Yes,189
Roborock,Roborock V85 Pro,177,4.9,664,2599,58,Yes,No,Yes,Infrared,No,Yes,No,Yes,No,17,4.0,7.4,No,No,Yes,Yes,411
LG,LG X11 Max,117,5.5,602,3548,65,No,No,No,Lidar+Camera,No,Yes,Yes,Yes,No,18,4.1,10.8,Yes,Yes,Yes,No,447
Dreame,Dreame V75 Pro,99,2.7,694,2316,64,No,Yes,Yes,Infrared,Yes,No,No,Yes,No,6,5.1,7.8,Yes,Yes,No,No,987
Roborock,Roborock R23 Max,89,3.2,562,1625,67,No,Yes,Yes,Camera,Yes,No,Yes,No,Yes,12,4.1,8.1,No,Yes,No,Yes,258
Proscenic,Proscenic V33 Max,78,4.4,684,3829,70,Yes,Yes,Yes,Lidar+Camera,Yes,No,Yes,No,Yes,16,4.1,8.1,No,Yes,Yes,Yes,1149
Roborock,Roborock S6 Max,170,2.9,620,3810,61,Yes,Yes,Yes,Lidar,Yes,Yes,No,No,No,12,2.7,7.6,No,Yes,No,Yes,168
Neato,Neato R63 Max,189,3.7,435,2709,66,Yes,Yes,No,Lidar+Camera,Yes,No,No,No,Yes,7,3.4,9.8,Yes,Yes,Yes,Yes,562
Neato,Neato R27 Max,137,3.0,364,3776,62,Yes,No,Yes,Lidar,No,No,Yes,Yes,Yes,6,5.1,7.1,Yes,Yes,Yes,No,386
Samsung,Samsung X9 Max,188,3.8,580,4575,68,Yes,No,No,Infrared,No,Yes,Yes,Yes,No,16,3.5,9.1,No,No,No,Yes,547
iRobot,iRobot R13 Max,174,2.5,604,4111,66,No,No,No,Lidar,No,Yes,No,Yes,Yes,7,3.8,10.9,No,No,No,No,266
Samsung,Samsung S81,116,5.0,562,4859,66,Yes,No,Yes,Lidar,No,Yes,No,Yes,No,8,5.4,9.3,No,No,No,No,731
Neato,Neato R91 Max,186,2.7,539,1526,64,Yes,Yes,No,Lidar,No,Yes,No,No,No,17,4.1,10.7,Yes,No,Yes,Yes,226
Proscenic,Proscenic R36 Max,111,4.7,513,3840,57,Yes,No,No,Lidar,Yes,No,No,No,Yes,8,4.4,9.7,Yes,Yes,No,Yes,865
LG,LG X97 Max,129,2.7,649,2904,68,No,No,No,Infrared,No,No,Yes,No,Yes,8,3.2,9.6,No,Yes,No,Yes,560
Dreame,Dreame S31 Ultra,127,5.3,645,2574,60,Yes,Yes,No,Infrared,No,Yes,No,No,No,13,4.3,7.7,Yes,No,Yes,No,305
iRobot,iRobot S54,171,5.4,643,4180,59,No,No,No,Infrared,No,No,Yes,Yes,Yes,18,5.4,10.8,Yes,Yes,No,No,300
iRobot,iRobot V42,139,6.0,381,4457,68,Yes,No,Yes,Lidar+Camera,No,No,Yes,No,No,9,4.3,8.5,Yes,No,No,Yes,982
Ecovacs,Ecovacs X62 Ultra,176,4.3,356,5642,66,No,Yes,No,Infrared,Yes,Yes,Yes,No,No,7,3.7,7.4,Yes,Yes,No,No,979
Roborock,Roborock S25 Max,149,4.3,485,2759,70,No,Yes,Yes,Lidar,Yes,No,No,No,No,20,2.9,8.8,Yes,No,No,Yes,657
Roborock,Roborock X81,64,2.9,523,1987,70,No,No,No,Lidar+Camera,No,Yes,Yes,Yes,No,9,4.2,9.0,No,Yes,No,Yes,907
Neato,Neato R99 Max,89,5.1,362,2525,62,Yes,No,Yes,Camera,Yes,Yes,No,No,No,8,5.5,9.5,No,No,No,Yes,502
Neato,Neato R59 Ultra,161,2.7,609,3094,68,No,No,Yes,Lidar+Camera,Yes,No,No,Yes,Yes,12,3.5,9.5,No,Yes,No,No,739
LG,LG V90,110,4.4,655,2887,58,Yes,No,No,Infrared,No,No,Yes,Yes,No,18,5.4,7.7,No,Yes,Yes,Yes,483
Roborock,Roborock V32 Max,155,4.0,700,4445,67,No,Yes,No,Lidar,No,No,No,Yes,Yes,6,4.7,10.8,No,No,No,Yes,645
Ecovacs,Ecovacs V60,118,5.3,681,4809,67,No,Yes,Yes,Camera,No,Yes,Yes,Yes,No,9,5.3,10.0,Yes,Yes,Yes,No,975
Dreame,Dreame R30 Max,66,2.8,401,2395,62,Yes,Yes,No,Lidar+Camera,No,No,Yes,No,No,13,2.9,10.9,No,No,No,Yes,907
Dreame,Dreame V78 Pro,139,3.0,471,4298,69,Yes,No,Yes,Infrared,No,No,Yes,Yes,Yes,14,3.5,7.9,Yes,No,No,No,812
Samsung,Samsung R16 Pro,119,5.2,412,5084,70,No,Yes,No,Camera,Yes,No,No,No,No,10,4.3,10.4,No,No,Yes,No,979
LG,LG R83,71,2.5,423,4376,57,Yes,Yes,No,Lidar+Camera,No,Yes,No,No,Yes,13,5.3,10.3,No,No,Yes,No,992
Samsung,Samsung S55 Ultra,124,5.1,463,5252,57,Yes,No,No,Infrared,No,Yes,No,Yes,No,9,4.4,10.0,No,No,Yes,Yes,658
Ecovacs,Ecovacs R37,95,5.1,421,5836,67,No,Yes,Yes,Camera,No,Yes,No,Yes,Yes,16,4.5,9.5,No,Yes,No,No,264
Proscenic,Proscenic V81,159,3.2,386,2221,61,Yes,Yes,Yes,Camera,Yes,No,No,Yes,Yes,7,4.2,8.9,Yes,Yes,Yes,Yes,759
Proscenic,Proscenic V61 Max,191,4.7,676,3066,61,Yes,No,No,Lidar,Yes,Yes,No,Yes,No,16,4.2,9.5,No,No,Yes,No,1136
iRobot,iRobot X30 Pro,124,3.5,366,1856,58,No,No,No,Lidar,Yes,No,No,Yes,No,12,4.8,9.3,No,No,No,Yes,272
Dreame,Dreame S94 Ultra,66,3.4,366,1582,62,Yes,No,No,Lidar+Camera,No,Yes,No,No,Yes,6,4.0,7.2,Yes,No,No,No,1040
LG,LG S39,192,4.4,440,5363,64,No,Yes,No,Camera,Yes,Yes,Yes,Yes,No,13,3.8,8.8,No,No,Yes,Yes,407
Roborock,Roborock R21 Pro,125,3.4,471,5096,55,No,Yes,Yes,Lidar,Yes,No,No,Yes,No,13,3.6,7.7,Yes,Yes,Yes,No,1154
Proscenic,Proscenic V44 Max,141,4.5,667,2325,59,No,No,No,Lidar,Yes,No,Yes,No,No,18,3.1,9.5,No,No,Yes,Yes,1149
Dreame,Dreame V8 Pro,149,6.0,454,5950,68,Yes,No,No,Lidar+Camera,No,No,No,No,No,7,4.3,9.5,No,No,No,No,666
Samsung,Samsung S73 Max,194,5.2,684,2255,62,Yes,No,No,Lidar,No,Yes,No,No,Yes,13,4.8,7.2,Yes,Yes,Yes,No,1092
Ecovacs,Ecovacs R81 Pro,119,4.6,440,3600,67,No,No,No,Infrared,Yes,Yes,Yes,No,Yes,9,2.9,10.7,Yes,Yes,Yes,No,483
Dreame,Dreame R30 Max,60,2.6,352,4871,60,Yes,No,No,Lidar,Yes,No,Yes,No,No,14,5.3,9.4,Yes,Yes,No,No,970
Samsung,Samsung V94 Ultra,60,3.9,593,5881,59,Yes,Yes,No,Camera,Yes,Yes,No,Yes,Yes,13,2.5,10.8,Yes,Yes,Yes,Yes,417
Xiaomi,Xiaomi S61,126,5.3,504,3504,69,No,Yes,No,Lidar,No,No,Yes,No,No,9,3.8,9.4,No,Yes,No,Yes,900
Samsung,Samsung R20 Pro,108,5.4,380,4753,65,No,Yes,No,Lidar+Camera,Yes,No,No,Yes,Yes,15,2.8,8.7,No,Yes,No,No,402
LG,LG X42 Max,160,2.5,603,5848,65,No,Yes,No,Lidar,Yes,Yes,Yes,No,Yes,13,5.5,10.1,No,No,No,No,1007
Samsung,Samsung R81 Pro,112,4.5,531,4988,55,No,Yes,Yes,Lidar+Camera,Yes,Yes,Yes,No,No,10,3.6,8.7,No,No,No,No,197
Neato,Neato V13 Max,153,5.4,372,2556,56,No,No,No,Infrared,Yes,No,No,Yes,Yes,8,3.6,9.2,Yes,No,Yes,No,957
Samsung,Samsung V98 Ultra,83,2.9,665,4104,65,No,No,No,Lidar+Camera,No,No,Yes,Yes,No,18,4.0,8.9,Yes,No,No,No,319
Xiaomi,Xiaomi V67 Pro,85,4.4,532,5263,67,Yes,Yes,No,Camera,Yes,Yes,Yes,No,Yes,10,2.6,8.6,No,Yes,No,Yes,852
Samsung,Samsung V95 Ultra,174,3.7,651,4133,66,No,Yes,No,Lidar+Camera,Yes,Yes,No,Yes,Yes,14,5.1,10.7,No,Yes,No,No,1189
Neato,Neato X49 Max,145,2.9,580,1607,55,Yes,Yes,Yes,Infrared,Yes,No,No,No,No,9,5.2,10.5,Yes,Yes,No,No,589
Proscenic,Proscenic S43 Max,161,4.7,590,3730,56,No,No,No,Lidar,No,Yes,Yes,Yes,Yes,10,2.8,7.4,Yes,No,Yes,Yes,959
Roborock,Roborock R40 Max,196,3.6,595,5234,58,Yes,Yes,Yes,Infrared,Yes,Yes,Yes,Yes,Yes,19,3.9,8.8,Yes,Yes,No,No,738
Neato,Neato R79,104,3.4,430,2915,69,Yes,Yes,Yes,Lidar+Camera,No,No,Yes,No,No,17,2.9,7.5,No,No,No,Yes,181
Dreame,Dreame X21,152,5.5,689,5791,60,No,No,No,Lidar+Camera,No,Yes,No,Yes,No,16,5.1,7.7,No,No,No,Yes,576
Ecovacs,Ecovacs R74 Ultra,150,2.9,462,4089,66,Yes,Yes,No,Lidar,Yes,No,No,Yes,Yes,16,4.9,9.8,Yes,Yes,No,Yes,575
Roborock,Roborock S33 Ultra,96,3.0,525,5826,68,Yes,Yes,No,Lidar+Camera,No,No,Yes,No,Yes,10,3.4,9.7,Yes,No,Yes,Yes,174
Xiaomi,Xiaomi R10,185,3.5,390,3231,56,No,No,Yes,Camera,No,No,No,No,Yes,8,4.0,7.6,Yes,Yes,Yes,Yes,251
Samsung,Samsung V43 Ultra,188,2.6,567,1949,61,No,Yes,No,Camera,No,No,No,Yes,No,18,2.6,7.6,No,No,Yes,Yes,678
iRobot,iRobot X28 Ultra,136,5.5,552,4342,56,No,Yes,Yes,Lidar+Camera,Yes,Yes,Yes,Yes,No,19,4.1,9.8,Yes,Yes,No,No,867
Ecovacs,Ecovacs V27 Ultra,189,3.2,558,3074,69,Yes,Yes,Yes,Lidar+Camera,Yes,Yes,No,No,No,19,3.9,9.2,No,Yes,No,No,158
LG,LG S15,104,5.7,473,2568,59,No,No,No,Lidar,No,Yes,No,No,Yes,11,2.6,8.8,Yes,No,No,Yes,399
Proscenic,Proscenic X7 Max,105,4.5,700,5030,57,Yes,Yes,Yes,Lidar,Yes,Yes,Yes,Yes,No,19,3.9,8.4,Yes,No,Yes,Yes,727
Dreame,Dreame R43,85,4.9,586,4114,65,No,Yes,Yes,Camera,No,No,Yes,No,Yes,11,4.4,7.4,No,No,Yes,Yes,665
Proscenic,Proscenic R86 Ultra,101,5.1,484,5766,57,Yes,Yes,Yes,Lidar,No,Yes,Yes,No,Yes,16,5.4,10.4,No,No,Yes,Yes,907
Neato,Neato X59 Ultra,160,2.8,364,1727,70,Yes,Yes,No,Lidar,Yes,Yes,No,Yes,No,19,5.5,10.7,No,No,No,Yes,232
LG,LG R8 Max,89,6.0,359,2105,69,No,Yes,No,Camera,No,Yes,No,Yes,No,9,4.8,9.5,Yes,No,No,Yes,443
Ecovacs,Ecovacs V87 Max,157,3.9,648,4074,57,No,Yes,Yes,Infrared,No,No,No,Yes,No,12,3.0,8.0,No,Yes,No,Yes,1191
Ecovacs,Ecovacs S57 Max,160,4.0,459,2888,55,No,No,Yes,Camera,Yes,No,No,No,No,19,3.9,7.1,No,Yes,Yes,No,896
iRobot,iRobot X20 Max,95,5.1,483,5378,56,Yes,Yes,Yes,Camera,No,No,Yes,Yes,No,17,5.0,8.9,No,No,No,No,172
Xiaomi,Xiaomi S30,86,5.8,471,2156,57,No,Yes,No,Lidar,Yes,Yes,No,No,No,20,4.6,8.9,No,No,No,No,935
Neato,Neato X76 Pro,92,4.3,445,1600,56,No,No,No,Infrared,No,No,No,No,Yes,17,2.7,8.9,Yes,Yes,Yes,Yes,663
Samsung,Samsung V88 Pro,119,6.0,413,4448,60,No,Yes,No,Infrared,No,No,Yes,Yes,No,8,3.4,10.8,Yes,Yes,Yes,Yes,1118
iRobot,iRobot X55 Ultra,179,3.7,498,4486,55,Yes,Yes,Yes,Infrared,Yes,No,No,Yes,No,8,3.3,7.9,No,No,Yes,No,512
LG,LG X80 Ultra,77,3.3,481,4602,55,No,No,Yes,Infrared,Yes,Yes,No,No,No,13,3.4,9.3,Yes,Yes,Yes,No,1142
Roborock,Roborock R47 Ultra,77,2.6,676,1923,67,Yes,No,No,Lidar+Camera,Yes,Yes,No,No,No,16,4.6,9.8,No,No,Yes,No,304
Roborock,Roborock R11 Ultra,148,2.8,597,3539,63,No,Yes,Yes,Lidar+Camera,No,Yes,Yes,Yes,Yes,9,2.6,9.3,No,No,No,No,500
Dreame,Dreame V12,155,2.9,394,4765,70,No,Yes,No,Infrared,No,No,Yes,Yes,Yes,17,4.7,8.1,Yes,No,No,No,742
Samsung,Samsung S41 Pro,142,2.8,676,1549,56,Yes,Yes,No,Infrared,Yes,No,Yes,Yes,No,10,3.1,9.8,No,Yes,No,No,771
iRobot,iRobot S14,103,3.5,657,2495,62,Yes,Yes,Yes,Infrared,No,No,Yes,No,No,12,4.9,9.0,No,Yes,Yes,No,300
Proscenic,Proscenic X9 Max,190,2.7,648,5348,67,Yes,Yes,No,Infrared,No,No,No,No,Yes,19,5.1,9.0,Yes,Yes,No,Yes,554
Neato,Neato V45 Pro,169,2.6,353,5623,60,No,No,No,Camera,Yes,Yes,Yes,Yes,Yes,17,3.3,7.6,Yes,No,Yes,Yes,561
Xiaomi,Xiaomi X55,132,4.7,390,5889,67,Yes,No,No,Lidar+Camera,No,No,No,Yes,Yes,14,2.8,10.2,No,Yes,Yes,Yes,810
Neato,Neato S52 Pro,156,4.0,368,5617,58,Yes,Yes,Yes,Lidar+Camera,No,Yes,No,No,No,17,4.4,10.8,No,Yes,No,No,633
Samsung,Samsung X30 Pro,64,5.0,670,1935,59,Yes,Yes,Yes,Camera,No,No,Yes,Yes,Yes,6,4.2,8.3,Yes,No,No,No,1151
Ecovacs,Ecovacs S6 Ultra,96,2.6,539,2587,63,Yes,Yes,No,Lidar+Camera,No,No,Yes,No,Yes,13,2.6,7.6,No,Yes,No,No,861
LG,LG X58 Pro,99,4.3,550,4539,58,No,No,Yes,Infrared,No,Yes,Yes,Yes,No,19,5.0,9.9,No,Yes,No,No,1194
Ecovacs,Ecovacs X27 Pro,198,3.5,642,4861,59,Yes,Yes,Yes,Camera,Yes,No,No,No,No,14,4.3,7.4,Yes,Yes,Yes,No,285
Samsung,Samsung S13 Ultra,186,3.0,607,2424,60,No,No,No,Lidar+Camera,No,Yes,No,No,No,15,3.4,9.9,Yes,No,No,Yes,604
Roborock,Roborock S26,101,3.6,400,5562,63,Yes,No,Yes,Infrared,Yes,Yes,No,No,Yes,14,5.4,10.3,No,Yes,Yes,No,395
Neato,Neato S92 Pro,126,5.2,522,5015,64,Yes,No,Yes,Lidar+Camera,No,No,No,No,Yes,7,3.5,7.1,No,Yes,Yes,Yes,824
Neato,Neato R55,169,3.6,412,1507,61,Yes,No,No,Camera,Yes,Yes,Yes,Yes,No,17,4.2,7.6,Yes,Yes,No,No,339
Proscenic,Proscenic R30 Ultra,77,5.9,635,2999,61,No,No,Yes,Lidar,No,No,No,Yes,Yes,13,2.5,10.4,Yes,No,No,Yes,232
Roborock,Roborock V81 Pro,176,3.9,434,1731,60,Yes,Yes,Yes,Lidar+Camera,Yes,Yes,Yes,Yes,No,12,4.9,10.4,No,Yes,No,No,819
LG,LG X33 Pro,65,3.7,359,5641,65,Yes,No,No,Infrared,No,No,Yes,No,No,7,4.4,10.4,No,No,No,Yes,325
LG,LG S46,196,2.5,470,2411,58,No,Yes,No,Lidar+Camera,No,No,Yes,Yes,Yes,20,4.5,8.6,Yes,No,Yes,No,229
Proscenic,Proscenic R12 Pro,190,2.8,696,4105,63,No,Yes,Yes,Lidar+Camera,No,Yes,Yes,No,Yes,7,3.1,8.5,Yes,No,Yes,No,866
Roborock,Roborock X10 Pro,189,6.0,678,5888,61,Yes,Yes,Yes,Lidar+Camera,Yes,No,No,Yes,No,16,3.7,7.8,Yes,No,Yes,Yes,579
Xiaomi,Xiaomi V46 Max,81,4.6,685,1953,61,No,Yes,No,Lidar+Camera,Yes,No,Yes,No,Yes,16,5.5,7.9,No,No,Yes,Yes,602
Samsung,Samsung R92,172,2.8,667,4154,65,No,Yes,No,Infrared,No,No,Yes,No,Yes,9,4.6,10.3,Yes,Yes,Yes,Yes,739
LG,LG X93 Pro,118,2.8,542,3993,55,Yes,No,No,Camera,No,Yes,Yes,Yes,Yes,16,2.5,7.9,Yes,Yes,No,Yes,1015
Xiaomi,Xiaomi R57 Max,181,3.0,519,5096,55,No,No,Yes,Lidar+Camera,No,Yes,No,No,No,11,5.4,9.0,No,Yes,Yes,No,1139
Roborock,Roborock V18 Ultra,99,5.6,510,1918,70,Yes,No,Yes,Camera,Yes,Yes,No,No,No,6,4.3,8.9,No,Yes,No,No,435
Xiaomi,Xiaomi S59 Pro,72,5.1,696,5939,56,Yes,No,No,Infrared,No,No,Yes,Yes,Yes,7,2.6,10.3,No,No,Yes,No,993
Xiaomi,Xiaomi X59 Pro,122,4.7,500,2187,69,No,Yes,Yes,Lidar+Camera,Yes,Yes,No,Yes,No,17,3.7,7.9,Yes,No,Yes,No,1003
LG,LG V98 Ultra,84,4.4,360,1635,61,No,Yes,Yes,Camera,No,No,No,No,Yes,10,3.8,10.8,No,Yes,No,No,656
Roborock,Roborock R50 Pro,164,4.4,558,4538,69,No,Yes,Yes,Infrared,Yes,Yes,No,Yes,Yes,13,5.2,9.1,No,No,No,No,760
Ecovacs,Ecovacs R17 Max,67,5.8,579,1668,56,Yes,Yes,No,Camera,No,No,Yes,No,Yes,6,4.5,9.8,Yes,No,Yes,No,916
Proscenic,Proscenic R67 Max,107,4.5,523,4440,68,Yes,Yes,Yes,Lidar,No,Yes,No,No,Yes,16,4.9,10.7,Yes,Yes,Yes,Yes,751
Proscenic,Proscenic V75 Pro,95,2.7,406,2943,59,No,No,No,Camera,No,Yes,Yes,Yes,No,11,3.0,11.0,Yes,Yes,No,Yes,289
Samsung,Samsung X41 Ultra,116,5.8,476,5263,70,Yes,Yes,No,Infrared,Yes,Yes,Yes,Yes,No,7,2.8,8.3,No,No,No,Yes,802
Eufy,Eufy X80 Pro,139,3.1,668,5895,62,No,Yes,Yes,Infrared,No,Yes,Yes,Yes,Yes,20,4.4,9.4,No,Yes,Yes,Yes,547
Roborock,Roborock S73 Pro,187,5.9,423,4858,63,No,No,Yes,Lidar+Camera,Yes,No,Yes,No,No,11,3.2,10.8,No,No,No,Yes,779
Ecovacs,Ecovacs S14,120,3.2,501,3389,63,No,No,No,Lidar+Camera,Yes,No,No,Yes,Yes,14,4.4,7.8,No,No,Yes,No,516
LG,LG R29 Max,87,3.1,548,3144,59,Yes,Yes,Yes,Lidar+Camera,Yes,No,Yes,Yes,Yes,11,3.0,7.3,No,No,No,Yes,172
Ecovacs,Ecovacs S91 Pro,179,4.7,455,4081,67,Yes,Yes,Yes,Camera,Yes,Yes,No,No,Yes,13,2.9,10.0,No,Yes,No,Yes,816
Ecovacs,Ecovacs V23 Ultra,119,4.9,495,4148,69,Yes,No,Yes,Lidar,No,No,Yes,No,Yes,6,4.2,9.3,Yes,No,No,Yes,476
Neato,Neato X39 Ultra,162,3.2,471,2044,60,No,Yes,No,Lidar,No,No,No,Yes,No,6,2.7,10.5,No,Yes,Yes,No,545
Neato,Neato X74 Ultra,108,4.5,452,2168,63,Yes,Yes,Yes,Lidar+Camera,No,No,Yes,Yes,Yes,10,3.9,9.9,Yes,Yes,Yes,Yes,986
Ecovacs,Ecovacs R97 Pro,137,4.0,479,4954,66,No,Yes,Yes,Lidar,Yes,Yes,No,Yes,No,15,5.2,10.0,No,No,Yes,Yes,554
Ecovacs,Ecovacs X27 Ultra,91,4.2,635,3936,60,No,No,Yes,Infrared,No,Yes,No,Yes,No,18,4.5,7.4,No,Yes,No,Yes,484
Samsung,Samsung S11 Ultra,161,4.4,491,5372,66,Yes,Yes,Yes,Infrared,Yes,No,No,Yes,Yes,14,3.6,8.4,No,No,Yes,No,273
Xiaomi,Xiaomi X26 Max,189,5.4,402,1868,58,No,Yes,No,Lidar,No,No,No,No,Yes,11,4.4,8.9,Yes,Yes,No,Yes,1003
LG,LG X59 Max,175,3.5,575,3852,65,Yes,No,Yes,Lidar,No,Yes,No,No,No,10,3.5,9.0,Yes,No,No,Yes,830
Xiaomi,Xiaomi X29 Pro,191,3.1,633,2593,58,No,No,Yes,Lidar+Camera,Yes,No,Yes,No,No,7,2.9,7.4,Yes,No,Yes,Yes,321
LG,LG R81,79,5.9,519,5160,57,No,Yes,Yes,Infrared,No,No,Yes,Yes,No,11,4.8,9.7,No,No,No,Yes,393
Eufy,Eufy X81 Ultra,112,3.2,532,3537,66,No,Yes,Yes,Camera,Yes,No,Yes,No,No,14,4.9,7.6,No,Yes,Yes,Yes,1142
Ecovacs,Ecovacs X55 Pro,136,3.6,581,1703,55,No,No,Yes,Lidar+Camera,No,Yes,Yes,Yes,Yes,13,5.2,10.2,No,No,Yes,No,1088
Neato,Neato V48 Ultra,118,4.5,464,1680,59,Yes,Yes,Yes,Infrared,Yes,No,No,No,No,10,5.2,8.4,Yes,No,Yes,No,632
Eufy,Eufy S85 Ultra,161,4.2,679,3324,60,No,No,Yes,Lidar+Camera,Yes,No,No,No,Yes,14,4.8,10.2,Yes,Yes,No,No,597
Roborock,Roborock X56 Pro,92,4.3,523,3967,57,Yes,Yes,Yes,Infrared,No,No,No,Yes,No,11,3.3,9.6,No,Yes,No,Yes,652
